src,dst,shapley_raw,shapley_normalized
1744,1769,55.28825759887695,6.366282013484743e-05
138,6845,55.21492862701416,6.35783839570926e-05
604,999,55.21430969238281,6.357767127187114e-05
173,338,55.208717346191406,6.357123184792875e-05
109,6659,55.14196968078613,6.34943738530911e-05
2111,2356,55.12588119506836,6.347584842984619e-05
1380,3090,55.07816791534424,6.34209079763568e-05
1380,6457,55.02028942108154,6.335426257406082e-05
5252,6157,54.9907341003418,6.332023048207605e-05
1380,5180,54.86690711975098,6.317764731639938e-05
1711,1892,54.854801177978516,6.316370767664415e-05
61,3660,54.827842712402344,6.313266578783046e-05
70,7211,54.82048416137695,6.312419263040558e-05
2833,6773,54.76338195800781,6.305844110448903e-05
241,348,54.666900634765625,6.294734566768757e-05
1584,6829,54.61108589172363,6.28830766148819e-05
5071,6838,54.4371337890625,6.268277582942147e-05
476,5953,54.34030532836914,6.257128067394416e-05
1326,4904,54.33957481384277,6.257043950771977e-05
1380,5792,54.257972717285156,6.24764770675672e-05
1286,2986,54.24999713897705,6.246729342117734e-05
558,4732,54.22880744934082,6.244289411002863e-05
52,1280,54.199137687683105,6.240873024265624e-05
1741,7289,54.15192127227783,6.235436191397483e-05
1321,4196,54.13741064071655,6.233765334388692e-05
5082,5833,54.133113861083984,6.233270572714538e-05
1503,1676,54.04106521606445,6.222671439035827e-05
713,4600,53.923221588134766,6.209102088119842e-05
601,6139,53.90787601470947,6.207335089984491e-05
250,6964,53.835930824279785,6.19905081061522e-05
1852,4883,53.76002216339111,6.190310149153444e-05
49,1757,53.750425815582275,6.18920515762172e-05
1315,5714,53.70269966125488,6.18370962979967e-05
1473,1660,53.6599235534668,6.17878408543555e-05
265,2393,53.54565143585205,6.165625983541807e-05
123,5291,53.44624996185303,6.154180192997545e-05
667,3987,53.3759880065918,6.146089733260922e-05
2833,5146,53.3419132232666,6.142166121094114e-05
1321,2771,53.313079833984375,6.13884604020267e-05
558,4634,53.21108341217041,6.127101448966949e-05
445,7002,53.10197830200195,6.114538312948373e-05
3096,4486,53.04822540283203,6.108348822991195e-05
1389,3468,52.963714599609375,6.0986176498657014e-05
2111,2255,52.940391540527344,6.095932067465717e-05
540,2820,52.87482833862305,6.088382655508153e-05
45,5906,52.868980407714844,6.087709283277343e-05
1286,2784,52.86588478088379,6.087352830853793e-05
276,1323,52.786346435546875,6.0781942217875695e-05
1741,2293,52.735095500946045,6.072292825771607e-05
568,3780,52.55226755142212,6.0512407192816364e-05
1828,1896,52.54709243774414,6.050644819997472e-05
450,4161,52.51088905334473,6.0464761056096645e-05
567,6002,52.49819087982178,6.04501394787104e-05
1287,3253,52.38092565536499,6.0315111984322214e-05
1783,5863,52.3199348449707,6.024488284054668e-05
